62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1702013872.574592	+6.71,+6.3,+21.2,MB	+6.55,+20.5,+21.3,HA	+6.88,+3.1,+21.3,MB	+7.05,-5.7,+19.8,OB		+7.01,-2.3,+19.7,GB	
1702013934.5951622	+6.71,+6.2,+21.2,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.3,+21.3,OB	+7.05,-5.7,+19.8,OB		+7.02,-2.6,+19.7,AB	
1702013996.6097572	+6.71,+6.2,+21.2,LB	+6.55,+20.6,+21.3,KA	+6.88,+3.2,+21.3,NB	+7.06,-5.9,+19.8,BB		+7.01,-2.1,+19.7,EB	
1702014058.6282885	+6.71,+6.2,+21.2,LB	+6.55,+20.6,+21.3,KA	+6.88,+3.2,+21.3,NB	+7.05,-5.8,+19.8,@B		+7.01,-2.5,+19.7,AB	
1702014120.6481304	+6.71,+6.3,+21.3,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.3,+21.3,OB	+7.05,-5.8,+19.8,@B		+7.01,-2.1,+19.7,EB	
1702014182.6607018	+6.71,+6.3,+21.2,MB	+6.55,+20.3,+21.3,NA	+6.88,+3.3,+21.3,OB	+7.05,-5.6,+19.7,AB		+7.01,-2.3,+19.7,GB	
1702014244.6734016	+6.71,+6.3,+21.2,MB	+6.55,+20.4,+21.3,IA	+6.88,+3.2,+21.3,NB	+7.05,-5.8,+19.8,@B		+7.01,-2.1,+19.7,EB	
1702014306.6906672	+6.71,+6.2,+21.2,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.3,+21.3,OB	+7.05,-5.8,+19.7,OB		+7.01,-2.4,+19.7,@B	
1702014368.6968775	+6.72,+6.2,+21.2,OB	+6.55,+20.5,+21.3,HA	+6.88,+3.2,+21.3,NB	+7.06,-5.9,+19.8,BB		+7.01,-2.5,+19.7,AB	
1702014430.7046874	+6.72,+6.2,+21.2,OB	+6.55,+20.4,+21.3,IA	+6.88,+3.3,+21.3,OB	+7.05,-5.6,+19.8,NB		+7.01,-2.3,+19.7,GB	
1702014492.7234893	+6.72,+6.2,+21.2,OB	+6.56,+20.2,+21.3,LA	+6.88,+3.2,+21.3,NB	+7.05,-5.6,+19.8,NB		+7.01,-2.3,+19.7,GB	
1702014554.740876	+6.72,+6.2,+21.2,OB	+6.55,+20.5,+21.3,HA	+6.88,+3.2,+21.3,NB	+7.06,-5.8,+19.7,LB		+7.01,-2.4,+19.7,@B	
1702014616.7639952	+6.72,+6.1,+21.2,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.1,+21.3,MB	+7.05,-5.8,+19.7,OB		+7.01,-2.3,+19.7,GB	
1702014678.7765105	+6.72,+6.1,+21.2,LB	+6.55,+20.5,+21.3,HA	+6.88,+3.2,+21.3,NB	+7.06,-5.9,+19.7,MB		+7.01,-2.3,+19.7,GB	
1702014740.786874	+6.72,+6.1,+21.2,LB	+6.55,+20.5,+21.3,HA	+6.88,+3.2,+21.3,NB	+7.05,-5.7,+19.8,OB		+7.01,-2.5,+19.7,AB	
1702014802.8073533	+6.72,+6.1,+21.2,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.2,+21.2,OB	+7.05,-5.8,+19.7,OB		+7.02,-2.6,+19.7,AB	
1702014864.8188865	+6.72,+6.2,+21.2,OB	+6.55,+20.5,+21.3,HA	+6.88,+3.2,+21.3,NB	+7.06,-5.9,+19.7,MB		+7.01,-2.5,+19.7,AB	
1702014926.8399389	+6.72,+6.1,+21.2,LB	+6.55,+20.4,+21.3,IA	+6.88,+3.3,+21.3,OB	+7.06,-5.8,+19.8,CB		+7.01,-2.3,+19.7,GB	
1702014988.867614	+6.72,+6.1,+21.2,LB	+6.55,+20.3,+21.3,NA	+6.88,+3.2,+21.3,NB	+7.05,-5.7,+19.8,OB		+7.01,-2.1,+19.7,EB	
