62309060419	62309060427	62309060471	62309060472	62309060473	62309060475	
1700244382.9550881	263.941	247.825	239.680	100.914	137.975	135.858	
1700248225.0416203	262.536	246.548	238.381	100.402	137.363	135.319	
1700252067.193846	262.153	246.187	238.194	100.498	137.312	135.063	
1700255909.2871704	262.132	246.036	238.262	100.569	137.290	135.291	
1700259751.4197342	261.545	245.528	237.934	100.347	137.142	135.034	
1700263593.5420027	260.428	244.499	237.057	99.835	136.768	134.673	
1700267435.6242914	259.649	243.716	236.439	99.682	136.333	134.278	
1700271277.7468765	259.033	243.140	236.079	99.552	136.168	134.045	
1700275119.9139578	258.335	242.528	235.614	99.175	135.871	133.815	
1700278962.08867	257.934	242.038	235.403	99.149	135.807	133.809	
1700282804.1358538	257.441	241.591	235.213	99.033	135.750	133.692	
