62309060419	62309060427	62309060471	62309060472	62309060473	62309060475	
1700720804.295425	220.520	197.980	0.000	83.915	118.755	116.818	
1700724646.3080783	220.460	197.878	0.000	83.762	118.737	116.737	
1700728488.3900945	219.831	197.285	0.000	83.461	118.330	116.145	
1700732330.471857	218.912	196.409	0.000	83.194	117.749	115.605	
1700736172.5175042	217.866	195.411	0.000	82.623	117.103	114.791	
1700740014.663732	217.160	194.712	0.000	82.256	116.726	114.306	
1700743856.743602	217.646	195.099	0.000	82.454	116.774	114.888	
1700747698.8168073	218.688	195.980	0.000	82.698	117.221	115.409	
1700751540.9386504	219.471	196.655	0.000	83.004	117.734	115.678	
1700755383.0361078	220.026	197.135	0.000	83.089	117.898	116.117	
1700759225.0926447	220.764	197.739	0.000	83.290	118.190	116.385	
