62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1700156135.0736856	0.000	0.000	68.185	62.896	222.610	84.882	
1700159977.16293	0.000	0.000	68.032	63.235	224.902	85.174	
1700163819.2381842	0.000	0.000	67.518	63.010	225.482	84.732	
1700167661.3315878	0.000	0.000	66.939	62.659	225.716	84.241	
1700171503.4570048	0.000	0.000	66.341	62.304	225.885	83.699	
1700175345.5799162	0.000	0.000	65.539	61.644	224.981	82.657	
1700179187.7564406	0.000	0.000	64.172	60.150	221.155	80.562	
1700183029.8589272	0.000	0.000	63.104	59.144	219.031	79.218	
1700186871.961153	0.000	0.000	61.994	58.041	216.464	77.691	
1700190714.0461817	0.000	0.000	0.000	57.116	214.615	76.472	
1700194556.1980755	0.000	0.000	0.000	56.439	213.604	75.606	
1700198398.3091185	0.000	0.000	0.000	56.027	213.612	75.069	
