62309060419	62309060427	62309060471	62309060472	62309060473	62309060475	
1701800429.7043993	0.000	190.871	21.077	68.707	102.927	100.653	
1701804271.7515452	0.000	191.559	23.432	68.892	103.218	101.000	
1701808113.8348632	0.000	191.752	23.970	68.817	103.297	101.001	
1701811955.9504836	0.000	192.001	24.416	68.797	103.340	100.885	
1701815797.957011	0.000	192.260	25.034	68.908	103.496	101.177	
1701819640.0345397	0.000	192.445	22.143	68.889	103.566	101.098	
1701823482.143104	0.000	192.415	24.821	68.831	103.426	100.932	
1701827324.1799119	0.000	191.421	25.258	68.355	102.971	100.384	
1701831166.2575388	0.000	189.454	25.266	67.552	101.995	99.246	
1701835008.401193	0.000	187.094	26.950	66.714	100.738	97.980	
1701838850.5403185	0.000	184.618	27.739	65.727	99.490	96.790	
