62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1700375136.792906	0.000	0.000	0.000	0.000	193.756	0.000	
1700378978.9284012	0.000	0.000	0.000	0.000	192.485	0.000	
1700382821.0599744	0.000	0.000	0.000	0.000	191.056	0.000	
1700386663.137861	0.000	0.000	0.000	0.000	189.723	0.000	
1700390505.2354681	0.000	0.000	0.000	0.000	188.367	0.000	
1700394347.3133192	0.000	0.000	0.000	0.000	187.045	0.000	
1700398189.4737039	0.000	0.000	0.000	0.000	185.655	0.000	
1700402031.5503397	0.000	0.000	0.000	0.000	184.286	0.000	
1700405873.6252892	0.000	0.000	0.000	0.000	183.067	0.000	
1700409715.7388499	0.000	0.000	0.000	0.000	181.924	0.000	
1700413557.816086	0.000	0.000	0.000	0.000	181.102	0.000	
