62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1700846951.9789162	+6.55,+15.7,+22.0,LA	+6.24,+38.3,+22.0,AA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.4,AB	+2.33,+265.6,+21.2,MB	+6.86,+6.0,+20.4,AB	
1700847013.988828	+6.55,+15.7,+22.0,LA	+6.24,+38.4,+22.0,FA	+6.53,+23.7,+22.0,OA	+6.82,+7.5,+20.5,@B	+2.35,+264.6,+21.1,IB	+6.86,+6.0,+20.4,AB	
1700847075.9967337	+6.55,+15.6,+22.0,MA	+6.24,+38.4,+22.0,FA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.4,AB	+2.35,+264.4,+21.1,KB	+6.86,+6.0,+20.4,AB	
1700847138.0062873	+6.55,+15.7,+22.0,LA	+6.24,+38.4,+21.9,LA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.4,AB	+2.35,+264.3,+21.1,LB	+6.86,+6.1,+20.4,@B	
1700847200.0152829	+6.55,+15.6,+22.0,MA	+6.24,+38.4,+22.0,FA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.4,AB	+2.35,+264.3,+21.1,LB	+6.86,+6.1,+20.4,@B	
1700847262.0234551	+6.55,+15.6,+22.0,MA	+6.24,+38.5,+21.9,MA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.5,@B	+2.35,+264.4,+21.1,KB	+6.86,+6.1,+20.4,@B	
1700847324.030825	+6.55,+15.6,+22.0,MA	+6.24,+38.5,+22.0,GA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.35,+264.7,+21.2,KB	+6.87,+6.0,+20.4,@B	
1700847386.0388782	+6.55,+15.7,+22.0,LA	+6.24,+38.5,+21.9,MA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.5,@B	+2.34,+265.0,+21.2,LB	+6.86,+6.0,+20.4,AB	
1700847448.0461776	+6.55,+15.6,+22.0,MA	+6.24,+38.6,+22.0,DA	+6.53,+23.5,+22.1,LA	+6.82,+7.6,+20.4,BB	+2.33,+265.6,+21.1,NB	+6.87,+6.0,+20.4,@B	
1700847510.0560427	+6.55,+15.6,+22.0,MA	+6.24,+38.5,+22.0,GA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.33,+265.7,+21.2,LB	+6.86,+6.0,+20.4,AB	
1700847572.0651336	+6.55,+15.7,+22.0,LA	+6.24,+38.5,+22.0,GA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.33,+265.6,+21.2,MB	+6.86,+6.1,+20.4,@B	
1700847817.6752775	+6.55,+15.6,+22.0,MA	+6.24,+38.5,+22.0,GA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.5,@B	+2.34,+265.1,+21.2,MB	+6.86,+6.0,+20.4,AB	
1700847879.6829312	+6.55,+15.7,+22.0,LA	+6.24,+38.5,+22.0,GA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.33,+265.5,+21.2,NB	+6.87,+6.0,+20.4,@B	
1700847941.6892948	+6.55,+15.7,+22.0,LA	+6.24,+38.5,+22.0,GA	+6.53,+23.5,+22.1,LA	+6.82,+7.5,+20.5,@B	+2.34,+265.3,+21.2,OB	+6.86,+6.0,+20.4,AB	
1700848003.6990445	+6.55,+15.6,+22.0,MA	+6.24,+38.6,+22.0,DA	+6.53,+23.5,+22.1,LA	+6.82,+7.5,+20.5,@B	+2.34,+265.2,+21.1,MB	+6.86,+6.0,+20.4,AB	
1700848065.7072275	+6.55,+15.6,+22.0,MA	+6.24,+38.6,+22.0,DA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.34,+265.1,+21.2,MB	+6.86,+6.0,+20.4,AB	
1700848127.7151852	+6.55,+15.7,+22.0,LA	+6.24,+38.6,+22.0,DA	+6.53,+23.7,+22.1,NA	+6.82,+7.5,+20.5,@B	+2.34,+265.2,+21.2,NB	+6.86,+6.0,+20.4,AB	
1700848189.7242558	+6.55,+15.7,+22.0,LA	+6.24,+38.7,+22.0,EA	+6.53,+23.5,+22.1,LA	+6.82,+7.6,+20.5,CB	+2.34,+265.3,+21.2,OB	+6.86,+6.1,+20.4,@B	
1700848251.7336283	+6.55,+15.6,+22.0,MA	+6.24,+38.7,+22.0,EA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.34,+265.3,+21.2,OB	+6.86,+6.0,+20.4,AB	
1700848313.7395768	+6.55,+15.6,+22.0,MA	+6.24,+38.6,+22.0,DA	+6.53,+23.5,+22.1,LA	+6.82,+7.5,+20.5,@B	+2.34,+265.3,+21.2,OB	+6.86,+6.0,+20.4,AB	
1700848375.747072	+6.55,+15.7,+22.0,LA	+6.24,+38.7,+22.0,EA	+6.53,+23.6,+22.0,NA	+6.82,+7.5,+20.5,@B	+2.34,+265.3,+21.2,OB	+6.86,+6.1,+20.4,@B	
1700848437.7570233	+6.55,+15.7,+22.1,MA	+6.24,+38.7,+22.0,EA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.33,+265.3,+21.2,HB	+6.86,+6.0,+20.5,@B	
1700848499.7661264	+6.55,+15.7,+22.0,LA	+6.24,+38.8,+22.0,JA	+6.53,+23.6,+22.1,OA	+6.82,+7.5,+20.5,@B	+2.34,+265.3,+21.2,OB	+6.86,+6.1,+20.5,AB	
