62309060419	62309060427	62309060471	62309060472	62309060473	62309060475	
1700893698.2545376	212.512	189.203	0.000	77.804	111.476	109.138	
1700897540.3448129	210.974	187.765	0.000	77.063	110.630	108.250	
1700901382.4673085	209.616	186.532	0.000	76.521	109.846	107.462	
1700905224.53933	208.447	185.414	0.000	75.907	109.207	106.945	
1700909066.615008	207.331	184.379	0.000	75.550	108.583	106.360	
1700912908.7312865	206.367	183.442	0.000	75.110	107.981	105.764	
1700916750.7892888	205.655	182.812	0.000	74.781	107.550	105.376	
1700920592.861067	205.094	182.280	0.000	74.576	107.227	104.996	
1700924434.9662662	204.728	181.964	0.000	74.308	106.990	105.010	
1700928277.1049762	204.283	181.546	0.000	74.063	106.723	104.510	
1700932119.225618	203.852	181.095	0.000	72.691	106.322	104.299	
