62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1700458156.98656	+6.52,+17.3,+21.5,KA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.5,FA	+6.79,+9.2,+19.9,KB	+2.45,+258.2,+20.6,CB	+7.05,-4.6,+19.8,OB	
1700458218.9970398	+6.52,+17.4,+21.4,MA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.5,FA	+6.79,+9.3,+19.9,JB	+2.45,+258.2,+20.6,CB	+7.05,-4.6,+19.8,OB	
1700458281.0074666	+6.52,+17.3,+21.4,JA	+6.36,+31.5,+21.4,JA	+6.49,+25.5,+21.5,FA	+6.79,+9.2,+19.8,JB	+2.45,+258.1,+20.7,AB	+7.05,-4.6,+19.8,OB	
1700458343.0161407	+6.52,+17.4,+21.5,LA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.5,FA	+6.79,+9.1,+19.8,IB	+2.45,+258.2,+20.6,CB	+7.05,-4.6,+19.8,OB	
1700458405.0249999	+6.52,+17.4,+21.5,LA	+6.36,+31.7,+21.4,HA	+6.49,+25.5,+21.5,FA	+6.79,+9.2,+19.9,KB	+2.45,+258.2,+20.6,CB	+7.05,-4.6,+19.8,OB	
1700458467.0344205	+6.52,+17.4,+21.5,LA	+6.36,+31.6,+21.4,IA	+6.49,+25.6,+21.5,EA	+6.79,+9.3,+19.9,JB	+2.45,+258.3,+20.6,BB	+7.05,-4.7,+19.8,NB	
1700458529.043518	+6.52,+17.4,+21.5,LA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.5,FA	+6.79,+9.4,+19.9,MB	+2.45,+258.4,+20.6,EB	+7.05,-4.7,+19.8,NB	
1700458591.0503836	+6.52,+17.3,+21.5,KA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.5,FA	+6.79,+9.4,+19.8,LB	+2.46,+257.7,+20.6,JB	+7.05,-4.8,+19.8,AB	
1700458653.058614	+6.52,+17.3,+21.5,KA	+6.36,+31.6,+21.4,IA	+6.50,+25.5,+21.5,NA	+6.79,+9.2,+19.9,KB	+2.45,+258.5,+20.6,DB	+7.05,-4.7,+19.8,NB	
1700458715.067316	+6.52,+17.3,+21.5,KA	+6.36,+31.6,+21.4,IA	+6.49,+25.5,+21.6,EA	+6.79,+9.3,+19.9,JB	+2.45,+258.3,+20.6,BB	+7.05,-4.7,+19.9,OB	
1700458777.0734718	+6.52,+17.4,+21.5,LA	+6.36,+31.6,+21.4,IA	+6.49,+25.6,+21.5,EA	+6.79,+9.3,+19.8,KB	+2.45,+258.3,+20.6,BB	+7.05,-4.8,+19.8,AB	
