62309060476	62309060477	62309060478	62309060479	62309060481	62309060482	
1699637447.4200678	262.545	167.047	740.727	130.426	796.321	158.925	
1699641289.6004674	261.456	165.636	753.820	129.505	810.132	157.515	
1699645131.7351665	110.807	121.532	153.079	112.108	247.233	147.889	
1699648973.9227457	115.158	127.253	165.228	118.179	262.520	162.677	
1699652816.056179	118.396	131.472	171.904	122.416	272.506	169.687	
1699656658.2346087	120.099	134.079	173.973	124.680	277.795	171.165	
1699660500.4021704	120.731	135.478	174.566	125.741	280.262	170.328	
1699664342.575667	120.885	136.066	174.374	126.158	281.348	168.784	
1699668184.816245	120.330	135.735	173.191	125.795	280.641	166.647	
1699672026.9551375	119.354	134.813	171.311	125.028	279.083	164.376	
1699675869.100312	118.140	133.619	169.323	124.101	277.377	162.033	
1699679711.245038	116.806	132.194	167.210	123.137	275.330	158.870	
